Food Name,Calories,Carbs,Cholesterol,Fats,Fiber,Protein,Saturated Fat,Sodium,Sugar
Kiwifruit,61.0,15.0,0.0,0.52,3.0,1.1,0.03,0.003,9.0
Kumquat,71.0,16.0,0.0,0.86,6.5,1.9,0.1,0.01,9.4
Lemon,29.0,9.3,0.0,0.3,2.8,1.1,0.04,0.002,2.5
Lime,30.0,11.0,0.0,0.2,2.8,0.7,0.02,0.002,1.7
Lychee,66.0,17.0,0.0,0.44,1.3,0.83,0.1,0.001,15.0
Loganberries,55.0,13.0,0.0,0.31,5.3,1.5,0.01,0.001,7.7
Longan,60.0,15.0,0.0,0.1,1.1,1.3,,0.0,
Loquat,47.0,12.0,0.0,0.2,1.7,0.43,0.04,0.001,
Mango,60.0,15.0,0.0,0.38,1.6,0.82,0.09,0.001,14.0
Purple mangosteen,73.0,18.0,0.0,0.58,1.8,0.41,,0.007,
Cantaloupe,34.0,8.2,0.0,0.19,0.9,0.84,0.05,0.016,7.9
Melon,28.0,6.6,0.0,0.1,0.9,1.1,0.03,0.009,5.7
Honeydew,36.0,9.1,0.0,0.14,0.8,0.54,0.04,0.018,8.1
Mulberry,43.0,9.8,0.0,0.39,1.7,1.4,0.03,0.01,8.1
Nectarine,44.0,11.0,0.0,0.32,1.7,1.1,0.03,0.0,7.9
Orange,47.0,12.0,0.0,0.12,2.4,0.94,0.02,0.0,9.4
Mandarin orange,53.0,13.0,0.0,0.31,1.8,0.81,0.04,0.002,11.0
Papaya,43.0,11.0,0.0,0.26,1.7,0.47,0.08,0.008,7.8
Passion fruit,97.0,23.0,0.0,0.7,10.0,2.2,0.06,0.028,11.0
Peach,39.0,9.5,0.0,0.25,1.5,0.91,0.02,0.0,8.4
Pear,57.0,15.0,0.0,0.14,3.1,0.36,0.02,0.001,9.8
Persimmon,127.0,34.0,0.0,0.4,,0.8,,0.001,
Pineapple,50.0,13.0,0.0,0.12,1.4,0.54,0.01,0.001,9.9
Pitanga (Surinam cherry),33.0,7.5,0.0,0.4,,0.8,,0.003,
Plantain,116.0,31.0,0.0,0.18,2.3,0.79,0.07,0.005,14.0
Plum,46.0,11.0,0.0,0.28,1.4,0.7,0.02,0.0,9.9
Pomegranate,83.0,19.0,0.0,1.2,4.0,1.7,0.12,0.003,14.0
Prickly pear,41.0,9.6,0.0,0.51,3.6,0.73,0.07,0.005,
Prunes,240.0,64.0,0.0,0.38,7.1,2.2,0.09,0.002,38.0
Pomelo,38.0,9.6,0.0,0.04,1.0,0.76,,0.001,
Quince,57.0,15.0,0.0,0.1,1.9,0.4,0.01,0.004,
Raisin,299.0,79.0,0.0,0.46,3.7,3.1,0.06,0.011,59.0
Rambutan,82.0,21.0,0.0,0.21,0.9,0.65,,0.011,
Raspberry,52.0,12.0,0.0,0.65,6.5,1.2,0.02,0.001,4.4
Roselle,49.0,11.0,0.0,0.64,,0.96,,0.006,
Rose apple,25.0,5.7,0.0,0.3,,0.6,,0.0,
Sapodilla,83.0,20.0,0.0,1.1,5.3,0.44,0.19,0.012,
Mamey Sapote,124.0,32.0,0.0,0.46,5.4,1.5,0.17,0.007,20.0
Soursop,66.0,17.0,0.0,0.3,3.3,1.0,0.05,0.014,14.0
Strawberry,32.0,7.7,0.0,0.3,2.0,0.67,0.02,0.001,4.9
Tamarind,239.0,63.0,0.0,0.6,5.1,2.8,0.27,0.028,39.0
Watermelon,30.0,7.6,0.0,0.15,0.4,0.61,0.02,0.001,6.2
Maraschino cherry,165.0,42.0,0.0,0.21,3.2,0.22,0.04,0.004,39.0
Feijoa,61.0,15.0,0.0,0.42,6.4,0.71,0.1,0.003,8.2
Asian pear,42.0,11.0,0.0,0.23,3.6,0.5,0.01,0.0,7.1
Sour cherry,42.0,10.0,,0.21,1.2,0.69,,0.004,7.0
Durian,147.0,27.0,0.0,5.3,3.8,1.5,,0.002,
Crateva religiosa,69.0,18.0,,0.1,5.3,1.5,0.01,0.02,8.6
Clementine,47.0,12.0,,0.15,1.7,0.85,,0.001,9.2
Nance,73.0,17.0,,1.2,7.5,0.66,,0.003,8.3
Naranjilla,25.0,5.9,,0.22,1.1,0.44,,0.004,3.7
Horned melon,44.0,7.6,,1.3,,1.8,,0.002,
Coconut,354.0,15.0,0.0,33.0,9.0,3.3,30.0,0.02,6.2
Cloudberry,51.0,8.6,,0.8,,2.4,,,
Huckleberries,37.0,8.7,,0.1,,0.4,,0.01,
Banana melon,21.0,4.1,,0.2,0.3,0.84,,0.011,3.4
Salmonberries,47.0,10.0,,0.33,1.9,0.85,,0.014,3.7
Chokecherries,156.0,34.0,,0.98,17.0,2.9,,0.002,14.0
Rose hip,162.0,38.0,,0.34,24.0,1.6,,0.004,2.6
Artichoke,47.0,11.0,0.0,0.15,5.4,3.3,0.04,0.094,0.99
Asparagus,47.0,9.2,0.0,0.1,,2.5,0.03,0.004,
"Bitter gourd (Momordica charantia, bitter melon, balsam pear)",30.0,3.3,0.0,0.69,,5.3,,0.011,
Bamboo shoot,27.0,5.2,0.0,0.3,2.2,2.6,0.07,0.004,3.0
Green bean,35.0,7.9,0.0,0.28,3.2,1.9,0.06,0.001,3.6
Beetroot,43.0,9.6,0.0,0.17,2.8,1.6,0.03,0.078,6.8
Broad bean,62.0,10.0,0.0,0.5,3.6,4.8,0.14,0.041,
Broccoli,34.0,6.6,0.0,0.37,2.6,2.8,0.04,0.033,1.7
Brussels sprout,43.0,9.0,0.0,0.3,3.8,3.4,0.06,0.025,2.2
Burdock root,72.0,17.0,0.0,0.15,3.3,1.5,0.03,0.005,2.9
Cabbage,25.0,5.8,0.0,0.1,2.5,1.3,0.03,0.018,3.2
Red cabbage,31.0,7.4,0.0,0.16,2.1,1.4,0.02,0.027,3.8
Savoy cabbage,27.0,6.1,0.0,0.1,3.1,2.0,0.01,0.028,2.3
Chinese cabbage,13.0,2.2,0.0,0.2,1.0,1.5,0.03,0.065,1.2
Carrot,41.0,9.6,0.0,0.24,2.8,0.93,0.04,0.069,4.7
Cassava,160.0,38.0,0.0,0.28,1.8,1.4,0.07,0.014,1.7
Cauliflower,25.0,5.0,0.0,0.28,2.0,1.9,0.13,0.03,1.9
Celeriac,42.0,9.2,0.0,0.3,1.8,1.5,0.08,0.1,1.6
Celtuce,18.0,3.7,0.0,0.3,1.7,0.85,,0.011,
Chayote,19.0,4.5,0.0,0.13,1.7,0.82,0.03,0.002,1.7
Chicory,17.0,4.0,0.0,0.1,3.1,0.9,0.02,0.002,
Corn,96.0,21.0,0.0,1.5,2.4,3.4,0.2,0.001,4.5
Yardlong beans,47.0,9.2,0.0,0.1,,2.5,0.03,0.004,
Cucumber,15.0,3.6,0.0,0.11,0.5,0.65,0.04,0.002,1.7
Eggplant,25.0,5.9,0.0,0.18,3.0,0.98,0.03,0.002,3.5
Edamame,121.0,8.9,0.0,5.2,5.2,12.0,0.62,0.006,2.2
Endive,17.0,3.4,0.0,0.2,3.1,1.3,0.05,0.022,0.25
Garlic,149.0,33.0,0.0,0.5,2.1,6.4,0.09,0.017,1.0
Ginger,80.0,18.0,0.0,0.75,2.0,1.8,0.2,0.013,1.7
Jerusalem artichoke,73.0,17.0,0.0,0.01,1.6,2.0,0.0,0.004,9.6
Kanpyo,258.0,65.0,0.0,0.56,9.8,8.6,0.05,0.015,
Kohlrabi,27.0,6.2,0.0,0.1,3.6,1.7,0.01,0.02,2.6
Lotus root,74.0,17.0,0.0,0.1,4.9,2.6,0.03,0.04,
Red leaf lettuce,16.0,2.3,0.0,0.22,0.9,1.3,0.02,0.025,0.48
Okra,33.0,7.5,0.0,0.19,3.2,1.9,0.03,0.007,1.5
Onion,40.0,9.3,0.0,0.1,1.7,1.1,0.04,0.004,4.2
Sweet onion,32.0,7.6,0.0,0.08,0.9,0.8,,0.008,5.0
Onion rings,276.0,34.0,0.0,14.0,2.2,4.1,2.1,0.37,5.1
Parsnip,75.0,18.0,0.0,0.3,4.9,1.2,0.05,0.01,4.8
Pea,84.0,16.0,0.0,0.22,5.5,5.4,0.04,0.003,5.9
Bell pepper,20.0,4.6,0.0,0.17,1.7,0.86,0.06,0.003,2.4
Russet potato,97.0,21.0,0.0,0.13,2.3,2.6,0.03,0.014,1.1
Red potato,89.0,20.0,0.0,0.15,1.8,2.3,0.03,0.012,1.4
Pumpkin flowers,15.0,3.3,0.0,0.07,,1.0,0.04,0.005,
Pumpkin,20.0,4.9,0.0,0.07,1.1,0.72,0.04,0.001,2.1
Radish,16.0,3.4,0.0,0.1,1.6,0.68,0.03,0.039,1.9
Daikon,18.0,4.1,0.0,0.1,1.6,0.6,0.03,0.021,2.5
Rutabagas,37.0,8.6,0.0,0.16,2.3,1.1,0.03,0.012,4.5
Salsify,68.0,15.0,0.0,0.17,3.1,2.7,0.04,0.016,2.9
Sauerkraut,19.0,4.3,0.0,0.14,2.9,0.91,0.03,0.661,1.8
Seaweed,43.0,9.6,0.0,0.56,1.3,1.7,0.25,0.233,0.6
Nori,35.0,5.1,0.0,0.28,0.3,5.8,0.06,0.048,0.49
Zucchini,17.0,3.1,0.0,0.32,1.0,1.2,0.08,0.008,2.5
Sweet potato,90.0,21.0,0.0,0.15,3.3,2.0,0.05,0.036,6.5
Taro,112.0,26.0,0.0,0.2,4.1,1.5,0.04,0.011,0.4
Tomato,18.0,3.9,0.0,0.2,1.2,0.88,0.03,0.005,2.6
Turnip,28.0,6.4,0.0,0.1,1.8,0.9,0.01,0.067,3.8
Turnip greens,20.0,4.4,0.0,0.23,3.5,1.1,0.05,0.029,0.53
Vegetable,65.0,13.0,0.0,0.15,4.4,2.9,0.03,0.035,3.1
Water chestnuts,97.0,24.0,0.0,0.1,3.0,1.4,0.03,0.014,4.8
Winter melon,13.0,3.0,0.0,0.2,2.9,0.4,0.02,0.111,
Wax gourd,14.0,3.0,0.0,0.2,1.0,0.4,0.02,0.107,1.2
Yam,116.0,27.0,0.0,0.14,3.9,1.5,0.03,0.008,0.49
Jícama (yam bean),38.0,8.8,0.0,0.09,,0.72,,0.004,
Summer squash,16.0,3.4,0.0,0.18,1.1,1.2,0.04,0.002,2.2
Winter squash,37.0,8.9,0.0,0.35,2.8,0.89,0.07,0.001,3.3
Agar,306.0,81.0,0.0,0.3,7.7,6.2,0.06,0.102,3.0
Spirulina,26.0,2.4,0.0,0.39,0.4,5.9,0.14,0.098,0.3
Wakame,45.0,9.1,0.0,0.64,0.5,3.0,0.13,0.872,0.65
Chili Pepper,40.0,9.5,0.0,0.2,1.5,2.0,0.02,0.007,5.1
Potato,93.0,21.0,0.0,0.13,2.2,2.5,0.03,0.01,1.2
Shallot,72.0,17.0,0.0,0.1,3.2,2.5,0.02,0.012,7.9
Arrowroot,65.0,13.0,0.0,0.2,1.3,4.2,0.04,0.026,
Chili pepper,40.0,8.8,0.0,0.44,1.5,1.9,0.04,0.009,5.3
Pickled cucumber,11.0,2.3,0.0,0.2,1.2,0.33,0.05,1.208,1.1
Pimiento,23.0,5.1,0.0,0.3,1.9,1.1,0.05,0.014,2.7
Radicchio,23.0,4.5,0.0,0.25,0.9,1.4,0.06,0.022,0.6
Tomatillo,32.0,5.8,0.0,1.0,1.9,0.96,0.14,0.001,3.9
Sun-dried tomato,213.0,23.0,0.0,14.0,5.8,5.1,1.9,0.266,
Fennel,31.0,7.3,0.0,0.2,3.1,1.2,0.09,0.052,3.9
Hearts of palm,28.0,4.6,0.0,0.62,2.4,2.5,0.13,0.426,
Nopales,41.0,9.6,0.0,0.51,3.6,0.73,0.07,0.005,
Chinese broccoli,22.0,3.8,0.0,0.72,2.5,1.1,0.11,0.007,0.84
Napa cabbage,12.0,2.2,0.0,0.17,,1.1,,0.011,
Poblano,281.0,51.0,0.0,8.2,22.0,12.0,0.82,0.043,
Jalapeño,29.0,6.5,0.0,0.37,2.8,0.91,0.09,0.003,4.1
Pasilla peppers,345.0,51.0,0.0,16.0,27.0,12.0,,0.089,
Mexican tea,32.0,7.4,0.0,0.52,3.8,0.33,,0.043,
Yautia,98.0,24.0,0.0,0.4,1.5,1.5,0.08,0.021,
Fiddlehead ferns,34.0,5.5,0.0,0.4,,4.6,,0.001,
Cod liver oil,902.0,0.0,0.57,100.0,0.0,0.0,23.0,0.0,
Anchovy,131.0,0.0,0.06,4.8,0.0,20.0,1.3,0.104,0.0
Carp,162.0,0.0,0.084,7.2,0.0,23.0,1.4,0.063,
Caviar,264.0,4.0,0.588,18.0,0.0,25.0,4.1,1.5,0.0
Cod,105.0,0.0,0.055,0.86,0.0,23.0,0.17,0.078,0.0
Croaker,221.0,7.5,0.084,13.0,0.4,18.0,3.5,0.348,
Eel,236.0,0.0,0.161,15.0,0.0,24.0,3.0,0.065,
Fish sticks,277.0,22.0,0.028,16.0,1.5,11.0,3.7,0.402,1.7
Flatfish,86.0,0.0,0.056,2.4,0.0,15.0,0.54,0.363,0.0
Gefilte fish,84.0,7.4,0.03,1.7,0.0,9.1,0.41,0.524,
Grouper fish,118.0,0.0,0.047,1.3,0.0,25.0,0.3,0.053,
Haddock,90.0,0.0,0.066,0.55,0.0,20.0,0.11,0.261,0.0
Herring,203.0,0.0,0.077,12.0,0.0,23.0,2.6,0.115,0.0
Mackerel,262.0,0.0,0.075,18.0,0.0,24.0,4.2,0.083,
Mullet fish,150.0,0.0,0.063,4.9,0.0,25.0,1.4,0.071,
Perch,117.0,0.0,0.115,1.2,0.0,25.0,0.24,0.079,
Alaska pollock,111.0,0.0,0.086,1.2,0.0,23.0,0.16,0.419,0.0
Pompano,211.0,0.0,0.064,12.0,0.0,24.0,4.5,0.076,
Rockfish,109.0,0.0,0.061,1.6,0.0,22.0,0.42,0.089,0.0
Smoked salmon,117.0,0.0,0.023,4.3,0.0,18.0,0.93,0.672,0.0
Sockeye salmon,156.0,0.0,0.061,5.6,0.0,26.0,0.97,0.092,0.0
Sardine,208.0,0.0,0.142,11.0,0.0,25.0,1.5,0.307,0.0
Shark,228.0,6.4,0.059,14.0,0.0,19.0,3.2,0.122,
Sheepshead,126.0,0.0,0.064,1.6,0.0,26.0,0.36,0.073,
Smelt,124.0,0.0,0.09,3.1,0.0,23.0,0.58,0.077,
Snapper,128.0,0.0,0.047,1.7,0.0,26.0,0.37,0.057,
Sturgeon,135.0,0.0,0.077,5.2,0.0,21.0,1.2,0.069,0.0
Surimi,99.0,6.9,0.03,0.9,0.0,15.0,0.19,0.143,0.0
Swordfish,172.0,0.0,0.078,7.9,0.0,23.0,1.9,0.097,0.0
Tilefish,147.0,0.0,0.064,4.7,0.0,24.0,0.87,0.059,
Tuna salad,187.0,9.4,0.013,9.3,0.0,16.0,1.5,0.402,
Whiting,116.0,0.0,0.084,1.7,0.0,23.0,0.4,0.132,0.0
Crab meat,97.0,0.0,0.053,1.5,0.0,19.0,0.13,1.072,
Crab stick,95.0,15.0,0.02,0.46,0.5,7.6,0.22,0.529,6.3
Crab,83.0,0.0,0.097,0.74,0.0,18.0,0.2,0.563,0.0
Crayfish,82.0,0.0,0.133,1.2,0.0,17.0,0.18,0.094,0.0
Lobster,89.0,0.0,0.146,0.86,0.0,19.0,0.21,0.486,0.0
Shrimp,119.0,1.5,0.211,1.7,0.0,23.0,0.52,0.947,0.0
Abalone,189.0,11.0,0.094,6.8,0.0,20.0,1.6,0.591,
Clam,148.0,5.1,0.067,2.0,0.0,26.0,0.19,1.202,
Cuttlefish,79.0,0.82,0.112,0.7,0.0,16.0,0.12,0.372,
Mussels,172.0,7.4,0.056,4.5,0.0,24.0,0.85,0.369,
Oysters,102.0,5.5,0.079,3.4,0.0,11.0,0.95,0.166,1.2
Whelk,275.0,16.0,0.13,0.8,0.0,48.0,0.06,0.412,
Bass,124.0,0.0,0.103,3.0,0.0,23.0,0.65,0.088,
Bluefish,159.0,0.0,0.076,5.4,0.0,26.0,1.2,0.077,
Burbot,115.0,0.0,0.077,1.0,0.0,25.0,0.21,0.124,
Butterfish,187.0,0.0,0.083,10.0,0.0,22.0,,0.114,
Mahimahi,109.0,0.0,0.094,0.9,0.0,24.0,0.24,0.113,
Drum fish,153.0,0.0,0.082,6.3,0.0,22.0,1.4,0.096,
Halibut,239.0,0.0,0.059,18.0,0.0,18.0,3.1,0.103,
Ling fish,111.0,0.0,0.051,0.82,0.0,24.0,,0.173,
Lingcod,109.0,0.0,0.067,1.4,0.0,23.0,0.26,0.076,
Milkfish,190.0,0.0,0.067,8.6,0.0,26.0,,0.092,
Monkfish,97.0,0.0,0.032,2.0,0.0,19.0,,0.023,
Pacific saury,119.0,0.0,0.11,1.6,0.0,25.0,0.32,0.065,
Roe,204.0,1.9,0.479,8.2,0.0,29.0,1.9,0.117,
Sablefish,250.0,0.0,0.063,20.0,0.0,17.0,4.1,0.072,
Chinook salmon,231.0,0.0,0.085,13.0,0.0,26.0,3.2,0.06,
Scup,135.0,0.0,0.067,3.5,0.0,24.0,,0.054,
Seatrout,133.0,0.0,0.106,4.6,0.0,21.0,1.3,0.074,
Shad,252.0,0.0,0.096,18.0,0.0,22.0,,0.065,
Sucker fish,119.0,0.0,0.053,3.0,0.0,21.0,0.58,0.051,
Sunfish,114.0,0.0,0.086,0.9,0.0,25.0,0.18,0.103,
Skipjack tuna,132.0,0.0,0.06,1.3,0.0,28.0,0.42,0.047,
Tuna,130.0,0.0,0.047,0.59,0.0,29.0,0.21,0.054,0.0
Turbot,122.0,0.0,0.062,3.8,0.0,21.0,,0.192,
Whitefish,172.0,0.0,0.077,7.5,0.0,24.0,1.2,0.065,
Wolffish,123.0,0.0,0.059,3.1,0.0,22.0,0.47,0.109,
Yellowtail,187.0,0.0,0.071,6.7,0.0,30.0,,0.05,
Squid,158.0,1.6,0.224,1.4,0.0,32.0,0.24,0.744,
Octopus,164.0,4.4,0.096,2.1,0.0,30.0,0.45,0.46,0.0
Orange roughy,105.0,0.0,0.08,0.9,0.0,23.0,0.03,0.069,0.0
Catfish,144.0,0.0,0.066,7.2,0.0,18.0,1.6,0.119,0.0
Salmon,206.0,0.0,0.063,12.0,0.0,22.0,2.4,0.061,0.0
Trout,168.0,0.0,0.07,7.4,0.0,24.0,1.7,0.061,0.0
Tilapia,128.0,0.0,0.057,2.7,0.0,26.0,0.94,0.056,0.0
Cockles,79.0,4.7,,0.7,,14.0,,,
Devilfish,97.0,0.0,,5.3,,12.0,,,
Pike,156.0,4.3,,8.0,,17.0,,,
Sea cucumber,56.0,0.0,,0.4,,13.0,,,
Steelhead trout,159.0,0.0,0.059,8.3,0.0,21.0,1.5,0.118,0.0
Scallop,111.0,5.4,0.041,0.84,0.0,21.0,0.22,0.667,0.0
Blue cheese,353.0,2.3,0.075,29.0,0.0,21.0,19.0,1.146,0.5
Brie,334.0,0.45,0.1,28.0,0.0,21.0,17.0,0.629,0.45
Camembert,300.0,0.46,0.072,24.0,0.0,20.0,15.0,0.842,0.46
Cheese,404.0,3.1,0.099,33.0,0.0,23.0,19.0,0.653,0.48
Cottage cheese,98.0,3.4,0.017,4.3,0.0,11.0,1.7,0.364,2.7
Cream cheese,350.0,5.5,0.101,34.0,0.0,6.2,20.0,0.314,3.8
Edam,357.0,1.4,0.089,28.0,0.0,25.0,18.0,0.812,1.4
Feta,264.0,4.1,0.089,21.0,0.0,14.0,15.0,0.917,4.1
Fontina,389.0,1.6,0.116,31.0,0.0,26.0,19.0,0.8,1.6
Brunost,466.0,43.0,0.094,30.0,0.0,9.7,19.0,0.6,
Gouda cheese,356.0,2.2,0.114,27.0,0.0,25.0,18.0,0.819,2.2
Gruyere cheese,413.0,0.36,0.11,32.0,0.0,30.0,19.0,0.714,0.36
Limburger,327.0,0.49,0.09,27.0,0.0,20.0,17.0,0.8,0.49
Monterey Jack,373.0,0.68,0.089,30.0,0.0,24.0,19.0,0.6,0.5
Muenster cheese,368.0,1.1,0.096,30.0,0.0,23.0,19.0,0.628,1.1
Neufchâtel cheese,253.0,3.6,0.074,23.0,0.0,9.2,13.0,0.334,3.2
Port Salut,352.0,0.57,0.123,28.0,0.0,24.0,17.0,0.534,0.57
Provolone,351.0,2.1,0.069,27.0,0.0,26.0,17.0,0.876,0.56
Ricotta,174.0,3.0,0.051,13.0,0.0,11.0,8.3,0.084,0.27
Romano cheese,387.0,3.6,0.104,27.0,0.0,32.0,17.0,1.433,0.73
Roquefort,369.0,2.0,0.09,31.0,0.0,22.0,19.0,1.809,
Swiss cheese,393.0,1.4,0.093,31.0,0.0,27.0,18.0,0.187,0.0
Tilsit cheese,340.0,1.9,0.102,26.0,0.0,24.0,17.0,0.753,
Whipped cream,257.0,12.0,0.076,22.0,0.0,3.2,14.0,0.008,8.0
Eggnog,88.0,8.1,0.059,4.2,0.0,4.6,2.6,0.054,8.1
Milk,42.0,5.0,0.005,0.97,0.0,3.4,0.63,0.044,5.2
Buttermilk,40.0,4.8,0.004,0.88,0.0,3.3,0.55,0.19,4.8
Condensed milk,321.0,54.0,0.034,8.7,0.0,7.9,5.5,0.127,54.0
Chocolate milk,83.0,10.0,0.012,3.4,0.8,3.2,2.1,0.06,9.5
Hot chocolate,77.0,11.0,0.008,2.3,1.0,3.5,1.4,0.044,9.7
Goat milk,69.0,4.5,0.011,4.1,0.0,3.6,2.7,0.05,4.5
Milkshake,112.0,18.0,0.012,3.0,0.0,3.9,1.9,0.095,18.0
Whey,27.0,5.1,0.002,0.36,0.0,0.85,0.23,0.054,5.1
Egg white,52.0,0.73,0.0,0.17,0.0,11.0,0.0,0.166,0.71
Yolk,322.0,3.6,1.085,27.0,0.0,16.0,9.6,0.048,0.56
Egg,155.0,1.1,0.373,11.0,0.0,13.0,3.3,0.124,1.1
Omelette,154.0,0.64,0.313,12.0,0.0,11.0,3.3,0.155,0.31
Duck egg,185.0,1.5,0.884,14.0,0.0,13.0,3.7,0.146,0.93
Goose egg,185.0,1.4,0.852,13.0,0.0,14.0,3.6,0.138,0.94
Quail egg,158.0,0.41,0.844,11.0,0.0,13.0,3.6,0.141,0.4
Turkey egg,171.0,1.2,0.933,12.0,0.0,14.0,3.6,0.151,
Butter,717.0,0.06,0.215,81.0,0.0,0.85,50.0,0.011,0.06
Goat cheese,364.0,0.12,0.079,30.0,0.0,22.0,21.0,0.415,0.12
Mexican Cheese queso chihuahua,374.0,5.6,0.105,30.0,0.0,22.0,19.0,0.617,5.6
Sour cream,181.0,7.0,0.035,14.0,0.0,7.0,8.7,0.07,0.3
Parmigiano-Reggiano,265.0,1.4,0.088,20.0,0.0,20.0,13.0,1.529,0.0
Powdered milk,496.0,38.0,0.097,27.0,0.0,26.0,17.0,0.371,38.0
Dulce de Leche,315.0,55.0,0.029,7.4,0.0,6.8,4.5,0.129,50.0
Soft serve,222.0,22.0,0.091,13.0,0.7,4.1,7.5,0.061,21.0
Ice cream sandwich,237.0,37.0,0.021,8.6,0.0,4.3,2.3,0.129,19.0
American cheese,371.0,3.7,0.1,32.0,0.0,18.0,18.0,1.671,2.3
Yogurt,59.0,3.6,0.005,0.39,0.0,10.0,0.12,0.036,3.2
Cotija cheese,366.0,4.0,0.1,30.0,0.0,20.0,18.0,1.4,0.0
Kefir,41.0,4.5,0.005,0.93,0.0,3.8,0.66,0.04,4.6
Greek yogurt,97.0,4.0,0.013,5.0,0.0,9.0,2.4,0.035,4.0
Ice cream sundae cone,254.0,29.0,0.015,14.0,1.0,3.0,2.7,0.115,21.0
Coconut milk,230.0,5.5,0.0,24.0,2.2,2.3,21.0,0.015,3.3
Mozzarella,280.0,3.1,0.054,17.0,0.0,28.0,11.0,0.016,1.2
Shiitake,34.0,6.8,,0.49,2.5,2.2,,0.009,2.4
Chanterelle,38.0,6.9,,0.53,3.8,1.5,,0.009,1.2
True morels,31.0,5.1,,0.57,2.8,3.1,0.07,0.021,0.6
Portobello,29.0,4.4,0.0,0.58,2.2,3.3,0.06,0.011,2.3
Edible mushroom,22.0,3.3,0.0,0.34,1.0,3.1,0.05,0.005,2.0
Enoki mushrooms,37.0,7.8,0.0,0.29,2.7,2.7,0.02,0.003,0.22
Truffle,284.0,73.0,0.0,0.73,70.0,9.3,,0.035,
Maitake mushrooms,31.0,7.0,0.0,0.19,2.7,1.9,0.03,0.001,2.1
Porridge,50.0,11.0,0.0,0.21,0.5,1.4,0.03,0.006,0.03
Oatmeal,68.0,12.0,0.0,1.4,1.7,2.4,0.23,0.049,0.46
Cereal,378.0,87.0,,1.1,1.4,6.1,0.26,0.795,10.0
Chia seeds,486.0,42.0,0.0,31.0,34.0,17.0,3.3,0.016,
Sesame,573.0,23.0,0.0,50.0,12.0,18.0,7.0,0.011,0.3
Sunflower seed,584.0,20.0,0.0,51.0,8.6,21.0,4.5,0.009,2.6
Pumpkin seed,446.0,54.0,0.0,19.0,18.0,19.0,3.7,0.018,
Flax seeds,534.0,29.0,0.0,42.0,27.0,18.0,3.7,0.03,1.6
Adzuki bean,128.0,25.0,0.0,0.1,7.3,7.5,0.04,0.008,
Baked beans,155.0,22.0,0.005,5.2,5.5,5.5,1.9,0.422,
Black turtle bean,130.0,24.0,0.0,0.35,8.3,8.2,0.09,0.003,0.32
Cranberry beans,136.0,24.0,0.0,0.46,8.6,9.3,0.12,0.001,
French beans,129.0,24.0,0.0,0.76,9.4,7.1,0.08,0.006,
Great northern beans,118.0,21.0,0.0,0.45,7.0,8.3,0.14,0.002,
Kidney beans,127.0,23.0,0.0,0.5,6.4,8.7,0.07,0.001,0.32
Navy beans,140.0,26.0,,0.62,11.0,8.2,0.1,0.0,0.37
Pinto beans,143.0,26.0,0.0,0.65,9.0,9.0,0.14,0.001,0.34
Yellow beans,144.0,25.0,0.0,1.1,10.0,9.2,0.28,0.005,0.34
White beans,139.0,25.0,0.0,0.35,6.3,9.7,0.09,0.006,0.34
Fava beans,110.0,20.0,0.0,0.4,5.4,7.6,0.07,0.005,1.8
Chickpeas,164.0,27.0,0.0,2.6,7.6,8.9,0.27,0.007,4.8
Cowpea (Black-eyed pea),116.0,21.0,0.0,0.53,6.5,7.7,0.14,0.004,3.3
Lablab,117.0,21.0,0.0,0.58,,8.1,0.1,0.007,
Lentil,116.0,20.0,0.0,0.38,7.9,9.0,0.05,0.002,1.8
Lima bean,115.0,21.0,0.0,0.38,7.0,7.8,0.09,0.002,2.9
Lupin Bean,119.0,9.9,0.0,2.9,2.8,16.0,0.35,0.004,
Mothbeans,117.0,21.0,0.0,0.55,,7.8,0.12,0.01,
Mung beans,105.0,19.0,0.0,0.38,7.6,7.0,0.12,0.002,2.0
Cellophane noodles,351.0,86.0,0.0,0.06,0.5,0.16,0.02,0.01,0.0
Black gram,105.0,18.0,0.0,0.55,6.4,7.5,0.04,0.007,2.0
Pigeon pea,121.0,23.0,0.0,0.38,6.7,6.8,0.08,0.005,
Refried beans,90.0,14.0,0.0,2.0,3.7,5.0,0.63,0.37,0.54
Soybean,172.0,8.4,0.0,9.0,6.0,18.0,1.3,0.001,3.0
Nattō,211.0,13.0,0.0,11.0,5.4,19.0,1.6,0.007,4.9
Tempeh,192.0,7.6,0.0,11.0,,20.0,2.5,0.009,
Soybean meal,337.0,36.0,0.0,2.4,,49.0,0.27,0.003,
Okara,76.0,12.0,0.0,1.7,,3.5,0.19,0.009,
Winged beans,147.0,15.0,0.0,5.8,,11.0,0.83,0.013,
Falafel,333.0,32.0,0.0,18.0,,13.0,2.4,0.294,
Chickpea flour (besan),387.0,58.0,0.0,6.7,11.0,22.0,0.69,0.064,11.0
Hummus,166.0,14.0,0.0,9.6,6.0,7.9,1.4,0.379,
Soy yogurt,66.0,9.7,0.0,1.8,0.4,2.6,0.22,0.013,5.3
Tofu,144.0,2.8,0.0,8.7,2.3,17.0,1.3,0.014,
Wheat Bread,313.0,56.0,0.0,4.3,4.7,13.0,0.99,0.601,6.4
Amaranth grain,102.0,19.0,,1.6,2.1,3.8,,0.006,
Groat,343.0,72.0,0.0,3.4,10.0,13.0,0.74,0.001,
